0.355757,0.505395,0.504526,0.504146,0.503939,0.503792,0.503684,0.503608,0.503552,0.503516,0.503486,0.503466,0.503456,0.503456,0.503456,0.503456,0.503456,0.503456,0.503457,0.503456
0.130962,0.173268,0.175405,0.177768,0.179708,0.181009,0.182010,0.182714,0.183277,0.183665,0.183950,0.184157,0.184248,0.184248,0.184247,0.184247,0.184248,0.184249,0.184249,0.184247
0.391030,0.516113,0.515918,0.515477,0.515116,0.514835,0.514624,0.514474,0.514362,0.514287,0.514227,0.514185,0.514165,0.514166,0.514165,0.514165,0.514165,0.514165,0.514166,0.514166
0.058814,0.105952,0.103647,0.101643,0.100127,0.099098,0.098318,0.097772,0.097347,0.097057,0.096839,0.096683,0.096612,0.096613,0.096612,0.096612,0.096612,0.096612,0.096613,0.096613
0.297091,0.426188,0.421788,0.421034,0.420777,0.420637,0.420539,0.420472,0.420423,0.420391,0.420365,0.420347,0.420339,0.420339,0.420338,0.420339,0.420339,0.420339,0.420339,0.420339
0.166788,0.198279,0.194050,0.192164,0.190877,0.190019,0.189370,0.188915,0.188560,0.188318,0.188136,0.188005,0.187946,0.187946,0.187946,0.187946,0.187946,0.187946,0.187946,0.187947
0.357010,0.420488,0.412162,0.408065,0.405180,0.403246,0.401784,0.400756,0.399953,0.399405,0.398993,0.398697,0.398564,0.398565,0.398565,0.398565,0.398564,0.398564,0.398565,0.398566
0.823041,0.857225,0.856848,0.856334,0.855933,0.855623,0.855397,0.855234,0.855113,0.855031,0.854966,0.854921,0.854899,0.854900,0.854900,0.854899,0.854900,0.854899,0.854900,0.854900
0.255876,0.333514,0.335825,0.337202,0.338245,0.338917,0.339430,0.339789,0.340078,0.340278,0.340423,0.340528,0.340574,0.340574,0.340574,0.340574,0.340574,0.340575,0.340575,0.340574
0.076085,0.151592,0.148672,0.146109,0.144164,0.142838,0.141832,0.141128,0.140579,0.140205,0.139923,0.139721,0.139630,0.139631,0.139630,0.139630,0.139630,0.139630,0.139631,0.139631
0.118854,0.222414,0.222765,0.222380,0.222053,0.221789,0.221588,0.221444,0.221337,0.221266,0.221207,0.221166,0.221146,0.221147,0.221146,0.221146,0.221146,0.221147,0.221147,0.221147
