0.066250,0.066250,0.066250,0.066250,0.066250,0.066250,0.066250,0.066250,0.066250,0.066250,0.066250,0.066250,0.066250,0.066250,0.066250,0.066250,0.066250,0.066250,0.066250,0.066250
0.227964,0.227964,0.227964,0.227964,0.227964,0.227964,0.227964,0.227964,0.227964,0.227964,0.227964,0.227964,0.227964,0.227964,0.227964,0.227964,0.227964,0.227964,0.227964,0.227964
0.269540,0.269540,0.269540,0.269540,0.269540,0.269540,0.269540,0.269540,0.269540,0.269540,0.269540,0.269540,0.269540,0.269540,0.269540,0.269540,0.269540,0.269540,0.269540,0.269540
0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000,0.060000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000,0.050000
0.085000,0.085000,0.085000,0.085000,0.085000,0.085000,0.085000,0.085000,0.085000,0.085000,0.085000,0.085000,0.085000,0.085000,0.085000,0.085000,0.085000,0.085000,0.085000,0.085000
0.910000,0.910000,0.910000,0.910000,0.910000,0.910000,0.910000,0.910000,0.910000,0.910000,0.910000,0.910000,0.910000,0.910000,0.910000,0.910000,0.910000,0.910000,0.910000,0.910000
0.431131,0.431131,0.431131,0.431131,0.431131,0.431131,0.431131,0.431131,0.431131,0.431131,0.431131,0.431131,0.431131,0.431131,0.431131,0.431131,0.431131,0.431131,0.431131,0.431131
0.740000,0.740000,0.740000,0.740000,0.740000,0.740000,0.740000,0.740000,0.740000,0.740000,0.740000,0.740000,0.740000,0.740000,0.740000,0.740000,0.740000,0.740000,0.740000,0.740000
0.445500,0.445500,0.445500,0.445500,0.445500,0.445500,0.445500,0.445500,0.445500,0.445500,0.445500,0.445500,0.445500,0.445500,0.445500,0.445500,0.445500,0.445500,0.445500,0.445500
0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667,0.847667
0.495667,0.495667,0.495667,0.495667,0.495667,0.495667,0.495667,0.495667,0.495667,0.495667,0.495667,0.495667,0.495667,0.495667,0.495667,0.495667,0.495667,0.495667,0.495667,0.495667
0.157000,0.157000,0.157000,0.157000,0.157000,0.157000,0.157000,0.157000,0.157000,0.157000,0.157000,0.157000,0.157000,0.157000,0.157000,0.157000,0.157000,0.157000,0.157000,0.157000
0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000
0.090000,0.090000,0.090000,0.090000,0.090000,0.090000,0.090000,0.090000,0.090000,0.090000,0.090000,0.090000,0.090000,0.090000,0.090000,0.090000,0.090000,0.090000,0.090000,0.090000
0.840000,0.840000,0.840000,0.840000,0.840000,0.840000,0.840000,0.840000,0.840000,0.840000,0.840000,0.840000,0.840000,0.840000,0.840000,0.840000,0.840000,0.840000,0.840000,0.840000
0.724167,0.724167,0.724167,0.724167,0.724167,0.724167,0.724167,0.724167,0.724167,0.724167,0.724167,0.724167,0.724167,0.724167,0.724167,0.724167,0.724167,0.724167,0.724167,0.724167
0.269520,0.269520,0.269520,0.269520,0.269520,0.269520,0.269520,0.269520,0.269520,0.269520,0.269520,0.269520,0.269520,0.269520,0.269520,0.269520,0.269520,0.269520,0.269520,0.269520
0.446667,0.446667,0.446667,0.446667,0.446667,0.446667,0.446667,0.446667,0.446667,0.446667,0.446667,0.446667,0.446667,0.446667,0.446667,0.446667,0.446667,0.446667,0.446667,0.446667
0.351623,0.351623,0.351623,0.351623,0.351623,0.351623,0.351623,0.351623,0.351623,0.351623,0.351623,0.351623,0.351623,0.351623,0.351623,0.351623,0.351623,0.351623,0.351623,0.351623
0.617312,0.617312,0.617312,0.617312,0.617312,0.617312,0.617312,0.617312,0.617312,0.617312,0.617312,0.617312,0.617312,0.617312,0.617312,0.617312,0.617312,0.617312,0.617312,0.617312
0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333,0.013333
