0.592286,0.862440,0.881135,0.885766,0.886250,0.885558,0.884430,0.883274,0.882192,0.881148,0.880269,0.879423,0.878636,0.877900,0.877229,0.876646,0.876035,0.875518,0.875042,0.874576
0.123189,0.017072,0.010652,0.008506,0.007474,0.006877,0.006459,0.006143,0.005898,0.005687,0.005521,0.005374,0.005249,0.005139,0.005043,0.004963,0.004887,0.004822,0.004766,0.004713
0.303216,0.233612,0.226291,0.219115,0.213569,0.210103,0.207663,0.206080,0.204968,0.204154,0.203665,0.203228,0.202994,0.202826,0.202761,0.202731,0.202743,0.202807,0.202903,0.203017
0.732597,0.949003,0.952408,0.954269,0.955266,0.955948,0.956539,0.957069,0.957587,0.958069,0.958549,0.959004,0.959446,0.959851,0.960254,0.960614,0.960958,0.961281,0.961595,0.961886
0.215273,0.168651,0.180715,0.183231,0.183421,0.183316,0.183323,0.183381,0.183613,0.183834,0.184211,0.184592,0.185028,0.185420,0.185879,0.186311,0.186712,0.187125,0.187570,0.187968
0.637489,0.844371,0.844197,0.841409,0.838435,0.836531,0.835171,0.834381,0.833912,0.833636,0.833582,0.833549,0.833643,0.833787,0.833989,0.834195,0.834421,0.834672,0.834938,0.835206
0.944851,0.999236,0.999425,0.999493,0.999522,0.999537,0.999547,0.999555,0.999562,0.999569,0.999574,0.999580,0.999585,0.999590,0.999594,0.999598,0.999602,0.999605,0.999609,0.999612
0.754735,0.972245,0.977393,0.979196,0.979936,0.980310,0.980560,0.980761,0.980941,0.981106,0.981270,0.981422,0.981569,0.981702,0.981835,0.981955,0.982066,0.982172,0.982275,0.982370
0.123962,0.020330,0.014745,0.013349,0.013005,0.013063,0.013189,0.013319,0.013405,0.013474,0.013518,0.013532,0.013520,0.013487,0.013448,0.013403,0.013338,0.013284,0.013219,0.013152
0.769741,0.972109,0.977259,0.978535,0.978672,0.978464,0.978110,0.977741,0.977380,0.977030,0.976718,0.976414,0.976123,0.975851,0.975593,0.975365,0.975129,0.974922,0.974726,0.974536
0.172860,0.083561,0.081731,0.081678,0.082157,0.082897,0.083889,0.084914,0.086009,0.087080,0.088186,0.089270,0.090375,0.091396,0.092446,0.093399,0.094345,0.095237,0.096128,0.096966
0.243595,0.223727,0.244957,0.249831,0.249724,0.248341,0.246662,0.245071,0.243682,0.242390,0.241393,0.240452,0.239644,0.238870,0.238221,0.237669,0.237091,0.236628,0.236227,0.235828
0.465167,0.702860,0.735157,0.744965,0.747669,0.748142,0.747914,0.747552,0.747229,0.746919,0.746800,0.746680,0.746628,0.746555,0.746566,0.746600,0.746585,0.746636,0.746719,0.746774
0.782371,0.979243,0.983021,0.984620,0.985458,0.985948,0.986313,0.986604,0.986850,0.987068,0.987270,0.987454,0.987629,0.987787,0.987941,0.988078,0.988208,0.988329,0.988446,0.988554
0.429654,0.538247,0.547270,0.553362,0.556833,0.558252,0.558888,0.559136,0.559216,0.559189,0.559348,0.559440,0.559661,0.559843,0.560151,0.560466,0.560746,0.561091,0.561490,0.561851
0.497845,0.697487,0.708049,0.714004,0.717081,0.719075,0.720845,0.722495,0.724167,0.725774,0.727466,0.729087,0.730724,0.732214,0.733747,0.735130,0.736458,0.737727,0.738981,0.740142
0.307112,0.214732,0.203774,0.196000,0.190882,0.187542,0.184966,0.183014,0.181392,0.179979,0.178874,0.177812,0.176967,0.176243,0.175633,0.175124,0.174665,0.174298,0.173994,0.173730
0.192700,0.098765,0.095734,0.094506,0.094015,0.094005,0.094311,0.094707,0.095236,0.095758,0.096363,0.096966,0.097603,0.098193,0.098821,0.099397,0.099962,0.100507,0.101065,0.101583
0.471335,0.473747,0.439721,0.422425,0.411518,0.405015,0.400382,0.397205,0.394879,0.393048,0.391785,0.390643,0.389836,0.389199,0.388730,0.388365,0.388073,0.387889,0.387778,0.387709
0.256174,0.176213,0.175607,0.172784,0.169493,0.166579,0.163891,0.161526,0.159503,0.157643,0.156115,0.154693,0.153427,0.152264,0.151224,0.150329,0.149435,0.148671,0.147984,0.147324
